feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
AST.PWY..L.arginine.degradation.II..AST.pathway.	Timepoint	M1	0.397465342199553	0.920074396351754	20	9	0.675911681585949	0.99957007619886
AST.PWY..L.arginine.degradation.II..AST.pathway..unclassified	Timepoint	M1	0.121821042258281	0.422727219385154	20	7	0.77973631805633	0.99957007619886
BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I	Timepoint	M1	-0.788135025234229	0.57290686708001	20	17	0.202186893705126	0.99957007619886
BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I.unclassified	Timepoint	M1	0.664227175294388	0.499340336759243	20	12	0.216170579245091	0.99957007619886
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis	Timepoint	M1	0.0539490549011916	0.115869800972239	20	20	0.652562824561021	0.99957007619886
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.unclassified	Timepoint	M1	-0.392265518538639	0.827478765216287	20	20	0.641164431539272	0.99957007619886
CALVIN.PWY..Calvin.Benson.Bassham.cycle	Timepoint	M1	-0.0224463503559321	0.0689114035505126	20	20	0.752075968237174	0.99957007619886
CALVIN.PWY..Calvin.Benson.Bassham.cycle.unclassified	Timepoint	M1	0.12194082441074	0.408609667264074	20	20	0.772151307593098	0.99957007619886
CARNMET.PWY..L.carnitine.degradation.I	Timepoint	M1	0.0820028518411107	0.598090071344626	20	9	0.893963757282519	0.99957007619886
CARNMET.PWY..L.carnitine.degradation.I.unclassified	Timepoint	M1	-0.166145517546377	0.36979882164814	20	6	0.663849281726943	0.99957007619886
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	Timepoint	M1	-0.579221463831647	0.664694370323974	20	19	0.395004638555559	0.99957007619886
CENTFERM.PWY..pyruvate.fermentation.to.butanoate.unclassified	Timepoint	M1	-0.46845839973291	0.830154454819251	20	17	0.586334065966877	0.99957007619886
CITRULBIO.PWY..L.citrulline.biosynthesis	Timepoint	M1	-2.01991065768541	0.959619292387616	20	17	0.064601584945086	0.99957007619886
CITRULBIO.PWY..L.citrulline.biosynthesis.unclassified	Timepoint	M1	0.14712958566584	0.671491999344535	20	14	0.831453906757453	0.99957007619886
COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals.	Timepoint	M1	0.0735733953400541	0.201197345723564	20	20	0.723052658942025	0.99957007619886
COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals..unclassified	Timepoint	M1	0.476645607761105	0.555527427459031	20	20	0.413154833060979	0.99957007619886
COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic.	Timepoint	M1	0.0295610766173098	0.157363600403473	20	20	0.855159703196941	0.99957007619886
COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..unclassified	Timepoint	M1	-0.0151222740770663	0.657061563125835	20	20	0.981891525780495	0.99957007619886
COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I	Timepoint	M1	-0.250248021392946	0.680707733662045	20	19	0.717436852355685	0.99957007619886
COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I.unclassified	Timepoint	M1	-0.851422453633282	0.868435534266354	20	17	0.352502012039834	0.99957007619886
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	Timepoint	M1	-0.422847183799834	0.284144483569846	20	20	0.154023827696429	0.99957007619886
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis.unclassified	Timepoint	M1	-0.327375790015986	0.724402375822796	20	20	0.662002574527006	0.99957007619886
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	Timepoint	M1	-0.0365303713422662	0.162692909441069	20	20	0.824869575741432	0.99957007619886
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.unclassified	Timepoint	M1	0.0654395540602082	0.448502284319014	20	20	0.885616488908567	0.99957007619886
CRNFORCAT.PWY..creatinine.degradation.I	Timepoint	M1	0.680487414395759	0.845364421899024	20	9	0.431345710997743	0.99957007619886
CRNFORCAT.PWY..creatinine.degradation.I.unclassified	Timepoint	M1	0.312890175961576	0.875289941809742	20	8	0.724896799410362	0.99957007619886
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	Timepoint	M1	0.402902888428625	0.868285444641826	20	18	0.653651433002674	0.99957007619886
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.unclassified	Timepoint	M1	0.165697189672773	0.802854859155113	20	18	0.841083563560617	0.99957007619886
DARABCATK12.PWY..D.arabinose.degradation.I	Timepoint	M1	-0.0960314759345522	0.96491579118585	20	10	0.922904463946951	0.99957007619886
DARABCATK12.PWY..D.arabinose.degradation.I.unclassified	Timepoint	M1	-0.0247410235402583	0.436657041401883	20	7	0.955440196742335	0.99957007619886
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	Timepoint	M1	0.194121289561204	0.60194526171401	20	7	0.754447026709374	0.99957007619886
DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis	Timepoint	M1	0.154124473734677	0.168172879314114	20	20	0.383323472694654	0.99957007619886
DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.unclassified	Timepoint	M1	0.0377562906633813	0.443845065255576	20	20	0.934070893258356	0.99957007619886
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis	Timepoint	M1	0.341742053107161	0.453943813279411	20	8	0.47078486326568	0.99957007619886
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis.unclassified	Timepoint	M1	0.496958279074789	0.269281433364914	20	3	0.081482912467665	0.99957007619886
FAO.PWY..fatty.acid..beta..oxidation.I..generic.	Timepoint	M1	0.970287344743599	1.13282210453345	20	13	0.413932293816637	0.99957007619886
FAO.PWY..fatty.acid..beta..oxidation.I..generic..unclassified	Timepoint	M1	0.338862923559441	0.667204911841893	20	11	0.623747274835015	0.99957007619886
FASYN.ELONG.PWY..fatty.acid.elongation....saturated	Timepoint	M1	-0.75273938585623	0.583963030777008	20	18	0.229535213308101	0.99957007619886
FASYN.ELONG.PWY..fatty.acid.elongation....saturated.unclassified	Timepoint	M1	-0.185504320716271	0.583943555411073	20	16	0.757978072625768	0.99957007619886
FERMENTATION.PWY..mixed.acid.fermentation	Timepoint	M1	-0.229341537809555	0.258565433406198	20	20	0.398173362442683	0.99957007619886
FERMENTATION.PWY..mixed.acid.fermentation.unclassified	Timepoint	M1	-0.360257725393296	0.468808791594176	20	20	0.461904869336244	0.99957007619886
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	Timepoint	M1	0.434739752900157	0.701460618216297	20	13	0.550779733801217	0.99957007619886
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation	Timepoint	M1	-0.728662448274358	0.511009890727747	20	19	0.187639332590933	0.99957007619886
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation.unclassified	Timepoint	M1	-0.441582370605954	0.571203047863535	20	18	0.459299817308923	0.99957007619886
FUCCAT.PWY..fucose.degradation	Timepoint	M1	-0.263670151235773	0.41784199938577	20	20	0.543712534512224	0.99957007619886
FUCCAT.PWY..fucose.degradation.unclassified	Timepoint	M1	-0.133782405217664	0.593625968541796	20	19	0.826729614967914	0.99957007619886
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	Timepoint	M1	-0.356557673963349	0.400345010250578	20	20	0.396313820025829	0.99957007619886
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation.unclassified	Timepoint	M1	-0.290533792400112	0.471677702253774	20	19	0.553179021483926	0.99957007619886
GALACTARDEG.PWY..D.galactarate.degradation.I	Timepoint	M1	-0.0897498555010756	0.91245806960361	20	15	0.923801863802659	0.99957007619886
GALACTARDEG.PWY..D.galactarate.degradation.I.unclassified	Timepoint	M1	0.0426729404224261	0.568056746329698	20	13	0.94176178358459	0.99957007619886
GALACTITOLCAT.PWY..galactitol.degradation	Timepoint	M1	0.496247798854822	1.02619255499997	20	13	0.640230807997005	0.99957007619886
GALACTITOLCAT.PWY..galactitol.degradation.unclassified	Timepoint	M1	1.1401936292806	0.976046117057182	20	13	0.257976095419011	0.99957007619886
GALACTUROCAT.PWY..D.galacturonate.degradation.I	Timepoint	M1	-0.291516465919395	0.274861522063847	20	20	0.302898970317414	0.99957007619886
GALACTUROCAT.PWY..D.galacturonate.degradation.I.unclassified	Timepoint	M1	-0.234004741268822	0.546095713994045	20	20	0.678356416382236	0.99957007619886
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	Timepoint	M1	-0.0820020341338964	0.0624562800904613	20	20	0.221688394895855	0.99957007619886
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation.unclassified	Timepoint	M1	-0.370545619638122	0.976842050661446	20	19	0.713237867966494	0.99957007619886
GLUCARDEG.PWY..D.glucarate.degradation.I	Timepoint	M1	-0.0021667959215165	0.891457023463052	20	15	0.998113668935416	0.99957007619886
GLUCARDEG.PWY..D.glucarate.degradation.I.unclassified	Timepoint	M1	0.011177663447674	0.601933455307364	20	13	0.985589614176521	0.99957007619886
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	Timepoint	M1	-0.0897498555010756	0.91245806960361	20	15	0.923801863802659	0.99957007619886
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation.unclassified	Timepoint	M1	0.0426729404224261	0.568056746329698	20	13	0.94176178358459	0.99957007619886
GLUCONEO.PWY..gluconeogenesis.I	Timepoint	M1	0.0528673939429673	0.0655098012267858	20	20	0.440462731904499	0.99957007619886
GLUCONEO.PWY..gluconeogenesis.I.unclassified	Timepoint	M1	0.0679098868141978	0.589567920087045	20	20	0.910826787181706	0.99957007619886
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	Timepoint	M1	0.359648236282367	0.34780019610573	20	14	0.328090668106351	0.99957007619886
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified	Timepoint	M1	0.46588723472758	1.33308328443794	20	13	0.734766318451515	0.99957007619886
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation	Timepoint	M1	-0.418768369106719	0.191744556541811	20	20	0.0568038717142332	0.99957007619886
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation.unclassified	Timepoint	M1	-0.221031742474341	0.431040287820699	20	20	0.620448420273921	0.99957007619886
GLUDEG.I.PWY..GABA.shunt	Timepoint	M1	0.0527779654602313	1.00339014959486	20	14	0.959199906567221	0.99957007619886
GLUDEG.I.PWY..GABA.shunt.unclassified	Timepoint	M1	1.29665267747897	1.11141663270665	20	12	0.258569816198588	0.99957007619886
GLUTORN.PWY..L.ornithine.biosynthesis.I	Timepoint	M1	0.0709530509064678	0.191354038306026	20	20	0.71511828060979	0.99957007619886
GLUTORN.PWY..L.ornithine.biosynthesis.I.unclassified	Timepoint	M1	0.297892366371275	0.584132436580273	20	20	0.622340024912139	0.99957007619886
GLYCOCAT.PWY..glycogen.degradation.I	Timepoint	M1	-0.85420602946146	0.869605894157544	20	19	0.338976287278115	0.99957007619886
GLYCOCAT.PWY..glycogen.degradation.I.unclassified	Timepoint	M1	-0.834843103574434	0.6451313270754	20	19	0.227861035069528	0.99957007619886
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	Timepoint	M1	-0.0267400020956274	0.18117488900088	20	20	0.884305281754594	0.99957007619886
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..unclassified	Timepoint	M1	-0.200864544902223	0.602091924296229	20	20	0.742527976402684	0.99957007619886
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	Timepoint	M1	-0.214132839897772	0.848315518895125	20	11	0.806385847198341	0.99957007619886
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation.unclassified	Timepoint	M1	0.253692328900667	0.707005847561627	20	9	0.723899365165016	0.99957007619886
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway	Timepoint	M1	0.000991196196588362	0.375660406245343	20	17	0.997952308927738	0.99957007619886
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway.unclassified	Timepoint	M1	0.0977253792306897	0.572095572226003	20	17	0.868143924667463	0.99957007619886
GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass	Timepoint	M1	0.213683434219456	0.638377923219173	20	9	0.745498774622067	0.99957007619886
GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass.unclassified	Timepoint	M1	-0.388104353455	0.521339014330436	20	6	0.475599404414214	0.99957007619886
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	Timepoint	M1	-0.184237159620889	0.372683131759214	20	20	0.62703572884889	0.99957007619886
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate..unclassified	Timepoint	M1	-0.146703458236635	0.606785614346948	20	20	0.811690196066188	0.99957007619886
GLYOXYLATE.BYPASS..glyoxylate.cycle	Timepoint	M1	0.539477037882796	0.977590600073001	20	15	0.594490783434165	0.99957007619886
GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified	Timepoint	M1	0.362536766170994	0.517736697350963	20	15	0.50147981934723	0.99957007619886
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	Timepoint	M1	0.223931600668163	0.52507187687957	20	20	0.674816474762639	0.99957007619886
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol.unclassified	Timepoint	M1	0.503883657497028	0.725973004130985	20	20	0.505151024069685	0.99957007619886
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	Timepoint	M1	0.388614575517651	0.655324772596994	20	10	0.567774348668332	0.99957007619886
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate.unclassified	Timepoint	M1	-0.0746884148218328	0.413611638121552	20	6	0.858717790231892	0.99957007619886
HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic.	Timepoint	M1	0.243499238123135	0.719259469370359	20	12	0.742719198243614	0.99957007619886
HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic..unclassified	Timepoint	M1	-0.55727082886811	0.496075099157102	20	10	0.29035543345043	0.99957007619886
HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic.	Timepoint	M1	-0.342959644775067	0.848353780686896	20	15	0.695456218348638	0.99957007619886
HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic..unclassified	Timepoint	M1	-0.523847719487566	0.488753938295228	20	10	0.311706759097334	0.99957007619886
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.	Timepoint	M1	-0.0715192852087626	0.73356107254234	20	20	0.923409920371951	0.99957007619886
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent..unclassified	Timepoint	M1	-0.0969501043491334	0.559000474435072	20	19	0.866147792188004	0.99957007619886
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	Timepoint	M1	0.753991811484771	0.856426056693068	20	12	0.401543684870964	0.99957007619886
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria..unclassified	Timepoint	M1	1.21240865684403	0.629080531050439	20	9	0.086048110699396	0.99957007619886
HISDEG.PWY..L.histidine.degradation.I	Timepoint	M1	-0.288983301198934	0.683127265379469	20	19	0.682202121891578	0.99957007619886
HISDEG.PWY..L.histidine.degradation.I.unclassified	Timepoint	M1	0.619197967405567	0.778226287190243	20	12	0.446710255746851	0.99957007619886
HISTSYN.PWY..L.histidine.biosynthesis	Timepoint	M1	0.091083724871433	0.280866884550289	20	20	0.749452903555558	0.99957007619886
HISTSYN.PWY..L.histidine.biosynthesis.unclassified	Timepoint	M1	-0.0811744693056454	0.738580477997396	20	20	0.913699962902098	0.99957007619886
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	Timepoint	M1	0.432488789211024	0.833389169538636	20	12	0.616312626833313	0.99957007619886
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I.unclassified	Timepoint	M1	-0.773162763809916	0.618897734559313	20	9	0.227572720646152	0.99957007619886
HSERMETANA.PWY..L.methionine.biosynthesis.III	Timepoint	M1	0.0825403137238709	0.138892915970899	20	20	0.566965846294574	0.99957007619886
HSERMETANA.PWY..L.methionine.biosynthesis.III.unclassified	Timepoint	M1	0.146443419701615	0.753211356829939	20	20	0.848020289977386	0.99957007619886
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	Timepoint	M1	0.0499171850339195	0.114908908195677	20	20	0.674221947402163	0.99957007619886
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..unclassified	Timepoint	M1	-0.363355850771271	0.809260037470419	20	20	0.658792233517668	0.99957007619886
KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis	Timepoint	M1	-0.0323140042999953	0.545886547155364	20	9	0.954089981329275	0.99957007619886
KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis.unclassified	Timepoint	M1	0.206944485689763	0.23147320504839	20	3	0.383103269714059	0.99957007619886
KETOGLUCONMET.PWY..ketogluconate.metabolism	Timepoint	M1	-0.0798319798787503	1.14907821467147	20	14	0.94613085122699	0.99957007619886
KETOGLUCONMET.PWY..ketogluconate.metabolism.unclassified	Timepoint	M1	-0.272898058440023	1.02182951504486	20	13	0.79245253677585	0.99957007619886
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	Timepoint	M1	-0.572756564389144	0.578023496597185	20	20	0.347631096327584	0.99957007619886
LACTOSECAT.PWY..lactose.and.galactose.degradation.I.unclassified	Timepoint	M1	0.263829516732615	0.364919426588255	20	20	0.488053893208039	0.99957007619886
LIPA.CORESYN.PWY..lipid.A.core.biosynthesis..E..coli.K.12.	Timepoint	M1	0.541730875116565	0.294854509907136	20	3	0.0827423616555262	0.99957007619886
LIPASYN.PWY..phospholipases	Timepoint	M1	0.667037046753688	0.42768845013269	20	8	0.15327748396878	0.99957007619886
LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis	Timepoint	M1	0.442146608166257	0.233572177625258	20	3	0.0745567962859639	0.99957007619886
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	Timepoint	M1	0.437869453102003	0.815781470281759	20	12	0.604454110459153	0.99957007619886
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis.unclassified	Timepoint	M1	-0.646399730037996	0.569613570691912	20	9	0.271343829653287	0.99957007619886
METH.ACETATE.PWY..methanogenesis.from.acetate	Timepoint	M1	0.0452066460935981	0.768398405111912	20	19	0.954371272219197	0.99957007619886
METH.ACETATE.PWY..methanogenesis.from.acetate.unclassified	Timepoint	M1	-0.00614954833416448	0.479528225764764	20	18	0.990047856922656	0.99957007619886
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	Timepoint	M1	0.510044304683646	0.789703988348874	20	10	0.534484095652231	0.99957007619886
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation.unclassified	Timepoint	M1	0.745715993353229	0.377041994817946	20	6	0.079339285116578	0.99957007619886
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	Timepoint	M1	0.43086459292989	0.822313119483909	20	12	0.612958969160133	0.99957007619886
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis.unclassified	Timepoint	M1	-0.737326056825612	0.600303078762084	20	9	0.235169456106151	0.99957007619886
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.	Timepoint	M1	-0.148903548099842	0.593090073708865	20	11	0.807402855208361	0.99957007619886
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside..unclassified	Timepoint	M1	-0.283826144111163	0.414858887755936	20	3	0.502593693340132	0.99957007619886
NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli.	Timepoint	M1	-0.00678286144835169	0.439955717542726	20	19	0.988035745134161	0.99957007619886
NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli..unclassified	Timepoint	M1	-0.162805174250482	1.18761736967923	20	19	0.892484895485967	0.99957007619886
NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	Timepoint	M1	0.0616587523411994	0.140766963826557	20	20	0.671696175855741	0.99957007619886
NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I.unclassified	Timepoint	M1	-0.0251230230242385	0.77039598655283	20	20	0.974344060302926	0.99957007619886
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I	Timepoint	M1	-0.21710157874239	0.112842246730868	20	20	0.0865088575849026	0.99957007619886
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.unclassified	Timepoint	M1	-0.0798229837250403	0.486908323310312	20	20	0.873402161948305	0.99957007619886
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	Timepoint	M1	0.112786580187606	0.218394044919933	20	20	0.617998509150267	0.99957007619886
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli..unclassified	Timepoint	M1	-0.284829556354328	0.641359111262437	20	20	0.662260959949257	0.99957007619886
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation	Timepoint	M1	0.159097639932384	0.830492448359155	20	8	0.852331145568761	0.99957007619886
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation.unclassified	Timepoint	M1	0.307809141404778	0.303455374793997	20	4	0.323858582060171	0.99957007619886
ORNDEG.PWY..superpathway.of.ornithine.degradation	Timepoint	M1	0.315657766582515	0.640316477913575	20	16	0.63383659394121	0.99957007619886
ORNDEG.PWY..superpathway.of.ornithine.degradation.unclassified	Timepoint	M1	0.749896597697216	1.05783488771519	20	15	0.487468813917441	0.99957007619886
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	Timepoint	M1	0.916602431925459	0.866543179987841	20	11	0.317724454023518	0.99957007619886
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase..unclassified	Timepoint	M1	0.956332611751054	0.634921215726433	20	11	0.16596319724041	0.99957007619886
P108.PWY..pyruvate.fermentation.to.propanoate.I	Timepoint	M1	-0.649036814645661	0.443927657034324	20	17	0.17775306590877	0.99957007619886
P108.PWY..pyruvate.fermentation.to.propanoate.I.unclassified	Timepoint	M1	0.155517342913691	0.313869255968936	20	14	0.63213073808534	0.99957007619886
P122.PWY..heterolactic.fermentation	Timepoint	M1	0.280873543225977	0.984775916322877	20	9	0.778734772316328	0.99957007619886
P124.PWY..Bifidobacterium.shunt	Timepoint	M1	1.73003429263864	1.19681334826772	20	9	0.165494310639708	0.99957007619886
P124.PWY..Bifidobacterium.shunt.unclassified	Timepoint	M1	1.04193217642406	0.448714433587916	20	8	0.0453342604779705	0.99957007619886
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis	Timepoint	M1	-0.753858347831678	1.26089719667056	20	9	0.564662759805708	0.99957007619886
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis.unclassified	Timepoint	M1	0.405813290831492	0.383807586610889	20	3	0.304343097271039	0.99957007619886
